10000 204786
8158 9861 4.47513
8158 9885 1.83974
8159 8299 3.20826
8159 8348 2.50857
8159 8395 0.419267
8159 8448 2.21389
8159 8450 0.716798
8159 8568 0.725454
8159 8587 4.76415
8159 8589 2.41299
8159 8591 2.8865
8159 8610 2.65206
8159 8814 4.07775
8159 8848 2.70972
8159 8863 4.15623
8159 8869 3.40374
8159 8887 4.38298
8159 8903 4.26091
8159 8905 0.507364
8159 8912 4.20825
8159 8928 2.22625
8159 8995 2.29253
8159 9000 2.91828
8159 9127 2.85075
8159 9242 4.70324
8159 9254 0.225648
8159 9277 1.22381
8159 9394 3.12312
8159 9446 2.09326
8159 9468 0.96933
8159 9503 4.75723
8159 9513 3.20394
8159 9590 0.344646
8159 9641 3.73047
8159 9728 1.65916
8159 9733 2.61326
8159 9739 0.87561
8159 9877 4.3447
8159 9944 0.650136
8159 9955 4.77949
8159 9996 0.267305
8160 8162 2.29545
8160 8167 1.04118
8160 8208 1.88446
8160 8279 3.09445
8160 8347 2.81705
8160 8508 2.55523
8160 8520 1.40259
8160 8539 3.91303
8160 8551 3.68741
8160 8554 0.846205
8160 8617 3.39727
8160 8638 4.98202
8160 8645 0.552236
8160 8718 0.989314
8160 8819 0.753988
8160 8847 0.235312
8160 8925 1.22549
8160 8934 0.937401
8160 8979 4.77511
8160 9019 2.21557
8160 9025 2.12374
8160 9028 3.59319
8160 9056 3.94397
8160 9072 4.01532
8160 9106 3.23348
8160 9141 4.3425
8160 9173 3.1507
8160 9235 2.54297
8160 9330 0.973221
8160 9415 1.65239
8160 9521 4.20106
8160 9679 2.32659
8160 9847 1.84273
8160 9853 4.42288
8160 9858 3.61993
8160 9877 2.29413
8160 9958 4.61282
8161 8179 1.29064
8161 8181 2.61916
8161 8192 4.35187
8161 8216 4.21707
8161 8453 2.4473
8161 8493 1.27494
8161 8517 0.464811
8161 8672 2.39887
8161 8798 4.60101
8161 8958 4.46359
8161 9052 4.02417
8161 9102 3.67006
8161 9156 2.11234
8161 9167 2.6373
8161 9171 1.08535
8161 9192 3.27725
8161 9228 2.37623
8161 9251 4.44057
8161 9277 0.880284
8161 9290 2.61689
8161 9341 2.49253
8161 9364 4.67098
8161 9389 0.118074
8161 9398 1.81954
8161 9574 4.04892
8161 9760 1.11057
8161 9803 2.59799
8161 9804 0.23519
8161 9815 2.39917
8161 9823 1.13455
8161 9937 1.75068
8162 8213 0.598856
8162 8348 0.519317
8162 8455 2.51702
8162 8495 2.60958
8162 8514 0.588597
8162 8610 3.53833
8162 8763 1.02198
8162 8793 4.66863
8162 8840 4.64734
8162 8862 3.93693
8162 8872 3.11756
8162 8873 0.885618
8162 8937 1.70303
8162 8985 3.23864
8162 9024 3.10758
8162 9059 3.25999
8162 9101 4.276
8162 9187 1.63648
8162 9242 2.87659
8162 9459 4.19684
8162 9530 0.301387
8162 9591 3.22555
8162 9690 2.58129
8162 9697 0.81365
8162 9767 3.44141
8162 9864 0.159389
8162 9899 0.745611
8162 9902 0.198876
8162 9996 4.69009
8163 8180 0.413509
8163 8215 2.00125
8163 8279 2.07229
8163 8347 1.15839
8163 8433 3.34251
8163 8462 3.37576
8163 8494 0.811374
8163 8629 2.8956
8163 8657 0.892822
8163 8722 3.12712
8163 8725 4.96069
8163 8778 3.58479
8163 8803 4.22815
8163 8887 4.59303
8163 8992 4.39736
8163 9006 1.62105
8163 9056 2.33868
8163 9269 2.08343
8163 9293 1.18196
8163 9376 3.35284
8163 9396 4.61406
8163 9507 3.68253
8163 9525 1.84737
8163 9537 0.867873
8163 9568 2.67427
8163 9580 4.14074
8163 9595 0.321959
8163 9611 0.424423
8163 9629 3.934
8163 9697 3.65602
8163 9728 1.55294
8163 9742 4.87298
8163 9777 3.47174
8163 9808 4.32033
8163 9817 3.39518
8164 8241 1.68302
8164 8257 0.318535
8164 8266 0.661834
8164 8337 0.887595
8164 8416 2.89124
8164 8552 4.96336
8164 8569 0.245028
8164 8602 1.54343
8164 8740 4.02196
8164 8813 4.04812
8164 8983 0.470271
8164 9010 3.5854
8164 9103 3.99036
8164 9117 3.97817
8164 9153 0.533652
8164 9211 2.75364
8164 9244 1.1906
8164 9285 3.22517
8164 9287 3.26068
8164 9430 3.46334
8164 9483 1.22545
8164 9487 4.66663
8164 9544 2.31085
8164 9602 4.42446
8164 9636 4.17303
8164 9642 2.3237
8164 9645 2.08761
8164 9662 2.50936
8164 9680 0.671682
8164 9974 3.86527
8165 8231 2.75783
8165 8248 1.46436
8165 8321 2.81267
8165 8379 2.67326
8165 8492 1.2307
8165 8557 3.05098
8165 8603 2.54822
8165 8699 2.85792
8165 8729 3.25035
8165 8803 3.71768
8165 8884 0.870637
8165 8927 1.84613
8165 9042 3.84673
8165 9173 1.00959
8165 9184 4.28907
8165 9187 4.3225
8165 9211 1.23571
8165 9241 3.93939
8165 9243 0.682016
8165 9344 0.312592
8165 9355 4.24337
8165 9373 2.82847
8165 9419 0.258641
8165 9460 2.14748
8165 9468 2.94429
8165 9584 3.38667
8165 9625 3.36052
8165 9648 1.28804
8165 9690 1.81137
8165 9695 3.74268
8165 9747 4.48603
8165 9794 2.16334
8165 9833 4.27816
8165 9845 3.98007
8165 9849 0.984147
8165 9929 2.64615
8165 9940 4.02126
8165 9980 3.06783
8165 9995 4.0175
8166 8196 4.35942
8166 8217 0.718229
8166 8253 2.36096
8166 8255 0.680143
8166 8345 0.686926
8166 8386 2.42433
8166 8420 4.44297
8166 8466 1.03169
8166 8472 4.83065
8166 8500 1.8185
8166 8504 0.211575
8166 8522 3.98737
8166 8526 2.69055
8166 8570 1.54141
8166 8614 2.45489
8166 8683 1.77609
8166 8866 1.01327
8166 8898 2.14784
8166 8905 1.0366
8166 8949 4.2572
8166 9016 1.19804
8166 9072 2.03871
8166 9075 4.57281
8166 9097 1.91962
8166 9114 1.92353
8166 9162 4.23185
8166 9175 1.11081
8166 9221 1.13693
8166 9356 1.23844
8166 9363 4.87921
8166 9456 1.66751
8166 9534 0.140495
8166 9610 3.65066
8166 9631 4.26524
8166 9635 0.277503
8166 9693 3.86089
8166 9722 1.83101
8166 9766 2.40003
8166 9776 4.49845
8166 9876 2.72562
8166 9890 0.885252
8166 9912 3.91358
8167 8174 2.35857
8167 8240 4.00419
8167 8260 4.72156
8167 8308 1.60556
8167 8434 1.44509
8167 8543 4.59798
8167 8650 4.21095
8167 8697 2.43189
8167 8700 2.02792
8167 8724 2.20947
8167 8754 2.1771
8167 8755 0.475247
8167 8881 1.31186
8167 9065 0.144457
8167 9067 2.89488
8167 9093 2.86083
8167 9112 1.69737
8167 9140 3.98658
8167 9155 4.33095
8167 9180 4.68509
8167 9227 1.92959
8167 9351 4.87046
8167 9366 4.75072
8167 9393 2.47802
8167 9447 0.181515
8167 9481 2.22297
8167 9594 1.38435
8167 9701 0.926428
8167 9739 4.72914
8167 9755 4.65631
8167 9849 0.468648
8167 9902 4.78956
8167 9916 0.771591
8167 9960 4.39935
8168 8201 0.198789
8168 8294 2.74031
8168 8361 3.83223
8168 8404 3.97298
8168 8497 4.84247
8168 8611 2.28405
8168 8620 3.78204
8168 8641 1.48402
8168 8726 3.8896
8168 8821 4.49305
8168 8886 0.180915
8168 9104 3.28205
8168 9109 4.97204
8168 9160 1.46659
8168 9223 0.607013
8168 9248 4.4324
8168 9272 4.76984
8168 9278 1.43511
8168 9425 0.774341
8168 9498 3.25365
8168 9524 3.09066
8168 9626 2.25174
8168 9709 0.269268
8168 9775 3.57712
8168 9784 4.87326
8168 9794 4.95163
8168 9860 4.71445
8168 9903 2.06365
8168 9942 4.89825
8168 9958 4.20095
8169 8199 4.8701
8169 8225 2.65952
8169 8268 2.229
8169 8291 2.76482
8169 8339 1.20923
8169 8491 0.45546
8169 8537 4.21385
8169 8545 1.18643
8169 8664 3.5268
8169 8698 3.37453
8169 8792 2.25162
8169 8819 3.87584
8169 8820 4.44635
8169 8831 1.45217
8169 8921 4.51594
8169 8985 0.912409
8169 9033 1.1164
8169 9039 3.63285
8169 9040 3.17305
8169 9060 2.68101
8169 9113 1.7377
8169 9119 2.24138
8169 9179 2.39305
8169 9204 4.02494
8169 9207 0.966536
8169 9313 0.696227
8169 9351 4.12259
8169 9360 3.76122
8169 9392 4.47108
8169 9393 0.703088
8169 9409 4.70568
8169 9454 1.42955
8169 9459 4.28669
8169 9479 4.00798
8169 9491 1.01399
8169 9507 4.58686
8169 9574 0.329093
8169 9643 4.32834
8169 9691 2.54976
8169 9698 0.921329
8169 9736 1.89771
8169 9737 3.80678
8169 9796 0.653805
8169 9904 1.30592
8169 9944 2.70978
8170 8248 1.32417
8170 8316 4.16945
8170 8325 0.917654
8170 8411 2.97004
8170 8504 1.86026
8170 8562 0.81694
8170 8575 3.42088
8170 8583 0.3395
8170 8590 4.69025
8170 8597 3.15916
8170 8612 2.53927
8170 8624 2.68405
8170 8677 2.82128
8170 8747 3.28139
8170 8748 1.58356
8170 8769 0.732145
8170 8815 4.93924
8170 8879 2.98533
8170 8896 0.666655
8170 8929 1.26251
8170 8997 0.891847
8170 9053 1.39795
8170 9072 2.98814
8170 9097 4.43684
8170 9244 0.991417
8170 9258 3.1846
8170 9280 1.93332
8170 9281 2.62343
8170 9291 1.66087
8170 9321 4.29763
8170 9412 3.91515
8170 9421 1.71419
8170 9451 1.0295
8170 9532 4.91296
8170 9538 0.558525
8170 9572 4.55495
8170 9619 4.88507
8170 9625 2.50336
8170 9630 2.5057
8170 9654 3.91835
8170 9673 3.29528
8170 9792 0.781816
8170 9803 0.964051
8170 9863 1.40165
8170 9893 2.60706
8170 9942 4.81913
8170 9971 4.48091
8171 8270 1.87504
8171 8327 1.22079
8171 8378 0.356872
8171 8382 2.96614
8171 8397 2.93731
8171 8403 2.0928
8171 8409 2.22269
8171 8424 0.356157
8171 8557 0.546343
8171 8624 3.76117
8171 8668 3.71953
8171 8675 0.693538
8171 8725 1.51797
8171 8862 4.8943
8171 8863 3.88105
8171 8869 3.60285
8171 8896 1.34214
8171 8902 4.47534
8171 8933 1.14173
8171 8935 1.21263
8171 8959 0.48722
8171 8981 3.94733
8171 8990 4.55002
8171 9014 4.9276
8171 9031 1.55056
8171 9038 4.00641
8171 9061 4.79485
8171 9075 4.40897
8171 9233 3.71351
8171 9386 2.36861
8171 9389 4.11649
8171 9390 4.9525
8171 9430 4.70996
8171 9436 0.627517
8171 9446 0.296882
8171 9570 4.7514
8171 9685 2.62433
8171 9713 4.02831
8171 9715 1.05051
8171 9821 2.44703
8171 9886 2.59363
8171 9950 2.50751
8171 9977 3.69189
8172 8366 3.08528
8172 8377 0.989472
8172 8387 1.31817
8172 8559 3.08533
8172 8603 2.10563
8172 8610 1.63202
8172 8616 4.14525
8172 8749 2.93787
8172 8791 4.69825
8172 8805 0.975288
8172 8836 0.782091
8172 8877 3.85139
8172 8937 1.71689
8172 9015 2.01256
8172 9038 3.13224
8172 9108 2.76306
8172 9213 3.0589
8172 9404 1.62602
8172 9540 3.23905
8172 9554 2.748
8172 9768 0.247745
8172 9859 1.75895
8172 9888 4.26895
8172 9914 1.11823
8172 9936 3.66321
8172 9986 4.23198
8172 9998 0.710956
8173 8190 1.56025
8173 8205 4.41199
8173 8327 3.89435
8173 8504 2.58295
8173 8505 0.920442
8173 8508 4.88212
8173 8516 2.05768
8173 8519 4.7479
8173 8527 3.28342
8173 8595 0.734705
8173 8601 0.779136
8173 8607 3.08581
8173 8619 1.19016
8173 8661 3.24445
8173 8672 4.3868
8173 8686 0.940983
8173 8732 2.76069
8173 8772 1.26479
8173 8845 0.908183
8173 9117 3.91063
8173 9118 4.68545
8173 9177 4.31304
8173 9189 1.74599
8173 9212 4.58802
8173 9230 0.66651
8173 9251 3.70782
8173 9381 3.09963
8173 9404 1.83755
8173 9416 3.1579
8173 9421 4.49137
8173 9442 0.505367
8173 9478 4.09797
8173 9490 2.77181
8173 9578 2.33078
8173 9600 2.03783
8173 9701 2.18947
8173 9706 2.89363
8173 9861 1.39434
8173 9883 3.28004
8173 9901 3.41876
8173 9909 3.40759
8173 9936 3.42173
8173 9969 4.79912
8174 8175 3.64357
8174 8310 1.45053
8174 8318 0.83965
8174 8434 4.25127
8174 8447 3.83307
8174 8467 3.45068
8174 8559 1.29896
8174 8564 2.86191
8174 8651 1.03352
8174 8667 1.59484
8174 8677 2.7968
8174 8732 3.65818
8174 8751 0.400468
8174 8795 1.06322
8174 8886 1.10878
8174 8889 3.37871
8174 9005 1.83171
8174 9034 1.16283
8174 9047 2.08222
8174 9111 1.73201
8174 9123 3.9937
8174 9384 4.74078
8174 9414 2.35124
8174 9469 4.49208
8174 9592 0.729191
8174 9611 1.80842
8174 9689 4.30239
8174 9697 2.92441
8174 9710 4.83284
8174 9722 1.49401
8174 9789 4.47301
8174 9875 2.55497
8174 9889 1.09923
8175 8252 2.9492
8175 8262 1.06866
8175 8326 3.51294
8175 8333 1.33792
8175 8515 4.33215
8175 8516 4.68617
8175 8546 1.89662
8175 8580 3.14026
8175 8611 2.13567
8175 8656 4.95491
8175 8693 1.57843
8175 8718 2.74594
8175 8720 2.71095
8175 8769 2.70639
8175 8799 4.27227
8175 8818 2.96936
8175 8845 3.44541
8175 8856 2.9776
8175 8881 3.46037
8175 8951 3.054
8175 9015 0.332289
8175 9170 4.63887
8175 9230 2.29934
8175 9269 2.11929
8175 9273 0.248811
8175 9297 1.87019
8175 9447 4.02466
8175 9492 3.36214
8175 9618 3.76083
8175 9657 0.588936
8175 9738 1.03964
8175 9767 0.452278
8175 9768 2.18698
8175 9863 1.87657
8175 9870 1.49188
8175 9921 2.42325
8176 8177 4.56489
8176 8226 4.21239
8176 8237 3.30729
8176 8249 1.97087
8176 8279 2.9806
8176 8433 4.88318
8176 8450 4.40315
8176 8507 3.76358
8176 8586 1.86259
8176 8625 1.4514
8176 8739 2.68722
8176 8843 2.19632
8176 8871 2.91381
8176 8912 3.3861
8176 8922 4.69302
8176 8939 1.41678
8176 8944 2.03478
8176 9013 2.47773
8176 9084 4.78568
8176 9112 1.30039
8176 9227 3.78793
8176 9239 0.103244
8176 9248 4.1583
8176 9294 3.20179
8176 9310 4.12402
8176 9325 4.28623
8176 9426 1.30086
8176 9442 0.824569
8176 9495 4.12131
8176 9519 0.615685
8176 9592 4.85115
8176 9643 0.159479
8176 9644 3.16142
8176 9715 1.29016
8176 9723 0.423098
8176 9738 4.0643
8176 9764 4.45317
8176 9765 4.13301
8176 9800 4.80295
8176 9829 1.83794
8176 9833 3.52018
8176 9950 2.84324
8176 9959 0.534553
8177 8194 2.90079
8177 8212 1.74656
8177 8289 3.88604
8177 8408 2.64306
8177 8453 1.66942
8177 8526 1.0693
8177 8554 3.42844
8177 8737 0.537963
8177 8754 3.67845
8177 8759 1.2798
8177 8893 1.23261
8177 8923 3.19807
8177 8939 3.79577
8177 9014 1.22677
8177 9015 3.60738
8177 9036 0.129212
8177 9363 0.799955
8177 9407 2.20029
8177 9546 3.87137
8177 9631 0.348255
8177 9701 2.1625
8177 9754 4.26605
8177 9953 1.79308
8178 8184 3.59098
8178 8236 3.84532
8178 8246 3.96983
8178 8267 2.67944
8178 8325 0.550559
8178 8424 2.68487
8178 8515 1.38444
8178 8521 1.10322
8178 8567 1.63781
8178 8599 4.71026
8178 8612 3.76776
8178 8687 3.64964
8178 8698 2.29097
8178 8810 3.18171
8178 8819 4.80524
8178 8924 3.67886
8178 9012 1.16916
8178 9090 4.1118
8178 9096 1.97087
8178 9112 4.48245
8178 9141 1.33853
8178 9180 4.49927
8178 9192 4.86909
8178 9483 1.6445
8178 9514 1.79332
8178 9527 1.64642
8178 9568 3.98661
8178 9648 4.90085
8178 9777 0.775295
8178 9844 0.746647
8178 9980 2.65407
8179 8226 3.34408
8179 8296 1.37146
8179 8428 3.7949
8179 8433 4.49208
8179 8538 3.66254
8179 8695 2.17562
8179 8714 0.910855
8179 8763 1.66601
8179 8843 1.41358
8179 8855 0.7901
8179 8901 4.05602
8179 8976 2.55553
8179 9112 3.84769
8179 9206 3.35891
8179 9221 1.62103
8179 9230 3.31454
8179 9234 1.07065
8179 9261 3.74151
8179 9263 3.67102
8179 9291 3.72984
8179 9387 1.5091
8179 9398 3.61263
8179 9412 3.78489
8179 9444 0.169015
8179 9491 3.28741
8179 9584 0.382067
8179 9586 0.435212
8179 9678 1.76814
8179 9744 1.4502
8179 9789 1.78873
8179 9816 4.19129
8179 9832 3.44827
8179 9847 4.50378
8179 9953 0.176505
8179 9961 0.411246
8180 8368 1.86156
8180 8445 3.17396
8180 8553 2.7401
8180 8617 2.23151
8180 8648 3.80515
8180 8664 4.50168
8180 8722 4.25688
8180 8729 0.755358
8180 8731 2.52292
8180 8743 0.380624
8180 8785 4.78397
8180 8796 4.59808
8180 8840 4.7872
8180 8841 4.96227
8180 8910 0.501577
8180 8966 3.56877
8180 9010 3.02648
8180 9034 1.38661
8180 9042 3.37946
8180 9044 2.83545
8180 9123 2.00044
8180 9246 1.02771
8180 9322 3.82053
8180 9399 1.92334
8180 9453 4.92011
8180 9457 1.15067
8180 9583 1.38832
8180 9661 0.590741
8180 9685 4.51797
8180 9761 2.8817
8180 9883 0.776178
8180 9887 2.61168
8180 9902 2.53208
8180 9921 3.03971
8180 9946 4.55609
8180 9956 0.627696
8180 9989 3.1282
8180 9995 2.75674
8181 8209 4.89462
8181 8231 0.597942
8181 8237 0.16648
8181 8424 2.30181
8181 8449 3.94908
8181 8497 4.38312
8181 8519 3.15352
8181 8655 0.868349
8181 8714 2.54665
8181 8748 0.879677
8181 8759 1.79014
8181 8991 1.38818
8181 9062 1.80621
8181 9143 1.47187
8181 9146 3.82588
8181 9147 1.30172
8181 9164 2.52702
8181 9181 1.2769
8181 9197 3.63489
8181 9235 0.11399
8181 9268 2.94633
8181 9311 1.93862
8181 9335 0.731997
8181 9362 4.8846
8181 9435 3.34073
8181 9442 2.45853
8181 9508 0.449494
8181 9549 3.78357
8181 9570 3.69728
8181 9572 2.4404
8181 9578 3.21465
8181 9674 0.749041
8181 9757 1.71414
8181 9802 0.706845
8181 9811 0.680735
8181 9820 3.75059
8181 9824 0.892584
8181 9852 4.30286
8182 8251 0.916499
8182 8264 0.827057
8182 8299 3.12774
8182 8317 4.80669
8182 8428 2.78575
8182 8476 1.7796
8182 8553 1.6796
8182 8629 3.9888
8182 8739 4.50946
8182 8817 1.75273
8182 8882 4.1028
8182 9210 3.54157
8182 9224 3.63168
8182 9289 0.411742
8182 9351 3.61368
8182 9432 0.641215
8182 9436 1.76707
8182 9437 1.88761
8182 9538 4.10932
8182 9559 1.94841
8182 9565 2.76414
8182 9581 0.561399
8182 9607 1.18956
8182 9622 4.19254
8182 9656 0.971643
8182 9727 3.50031
8182 9749 0.419773
8182 9771 0.295801
8182 9801 1.98897
8182 9889 0.317671
8182 9978 4.213
8183 8238 0.966217
8183 8494 4.97403
8183 8516 4.2014
8183 8568 1.18036
8183 8580 1.46644
8183 8643 1.78565
8183 8648 1.72263
8183 8655 4.76966
8183 8736 2.54516
8183 8753 0.227448
8183 8780 3.41502
8183 8808 1.05832
8183 8817 1.67965
8183 8869 1.73106
8183 8918 2.48386
8183 9088 0.401746
8183 9110 2.33178
8183 9144 3.44308
8183 9155 4.21507
8183 9204 0.716667
8183 9205 1.85034
8183 9225 0.775473
8183 9260 3.57543
8183 9326 1.55489
8183 9385 3.8503
8183 9452 4.48461
8183 9462 0.53505
8183 9479 0.298814
8183 9517 2.61995
8183 9598 1.26193
8183 9775 1.2966
8183 9793 4.20987
8183 9816 1.297
8183 9860 3.72478
8183 9890 2.4768
8183 9905 1.83557
8183 9953 1.91007
8184 8210 4.66902
8184 8293 3.79854
8184 8319 2.00445
8184 8323 0.234604
8184 8331 1.21618
8184 8451 2.26127
8184 8476 3.30177
8184 8557 2.45033
8184 8583 2.04533
8184 8675 1.50774
8184 8713 4.74445
8184 8780 4.22529
8184 8863 3.97906
8184 8896 3.61066
8184 8931 0.644914
8184 9048 2.89946
8184 9082 3.87659
8184 9103 2.16526
8184 9180 4.81952
8184 9338 2.24017
8184 9420 2.18347
8184 9593 3.57064
8184 9680 4.33861
8184 9812 0.454813
8184 9846 2.30117
8184 9856 2.33676
8184 9857 4.61603
8184 9876 3.27137
8184 9926 1.81041
8184 9965 1.43363
8185 8206 4.98989
8185 8410 0.423785
8185 8438 3.4541
8185 8449 2.92978
8185 8513 3.40044
8185 8603 1.81065
8185 8711 4.21752
8185 8783 3.44715
8185 8824 4.71153
8185 8895 0.653986
8185 9000 2.02286
8185 9009 1.37715
8185 9115 1.54392
8185 9122 2.1984
8185 9215 1.87462
8185 9301 2.89243
8185 9350 1.14172
8185 9609 3.04748
8185 9795 0.370489
8185 9836 3.60394
8185 9899 0.131032
8185 9975 1.44976
8185 9995 0.461285
8186 8229 0.625657
8186 8255 1.46865
8186 8297 1.62448
8186 8302 1.73357
8186 8326 2.50274
8186 8367 3.95571
8186 8372 0.586527
8186 8397 3.2356
8186 8404 1.89422
8186 8460 0.900396
8186 8462 4.76988
8186 8491 0.764312
8186 8659 4.83119
8186 8753 4.22337
8186 8766 0.161521
8186 8858 1.69795
8186 8994 1.022
8186 9003 1.98072
8186 9059 3.99922
8186 9078 3.67688
8186 9137 0.998479
8186 9144 4.82589
8186 9156 3.49553
8186 9159 3.37926
8186 9211 1.62039
8186 9227 4.41668
8186 9233 1.94537
8186 9333 2.38706
8186 9337 0.167638
8186 9345 1.57642
8186 9357 1.35398
8186 9412 3.50257
8186 9415 3.92628
8186 9554 0.504435
8186 9565 1.89285
8186 9647 0.939677
8186 9682 3.53174
8186 9768 0.495007
8186 9784 0.848009
8186 9805 1.59517
8186 9948 0.285737
8187 8203 4.94657
8187 8228 3.5749
8187 8256 2.79094
8187 8264 2.63523
8187 8267 1.1404
8187 8283 2.36371
8187 8295 4.12546
8187 8350 0.687435
8187 8359 3.68981
8187 8388 0.80059
8187 8418 0.222287
8187 8586 2.90147
8187 8667 4.30157
8187 8709 1.37998
8187 8712 0.950505
8187 8766 4.55902
8187 8822 2.52488
8187 8903 0.530594
8187 8937 4.15676
8187 8956 1.29952
8187 8964 4.25444
8187 9037 1.86038
8187 9081 1.81936
8187 9094 3.20498
8187 9136 2.56679
8187 9137 4.97019
8187 9151 1.79672
8187 9248 1.44538
8187 9255 4.71243
8187 9289 3.64984
8187 9325 3.15292
8187 9335 1.17962
8187 9341 4.85029
8187 9373 0.254609
8187 9387 1.78409
8187 9388 0.332373
8187 9489 4.91257
8187 9524 1.48322
8187 9549 2.6671
8187 9588 2.88883
8187 9660 0.206751
8187 9810 1.95339
8187 9837 4.83068
8187 9855 4.08104
8187 9862 0.194274
8187 9914 0.404311
8187 9980 3.96211
8188 8317 1.19321
8188 8333 2.61531
8188 8347 1.09726
8188 8348 0.477733
8188 8350 2.95154
8188 8353 0.711006
8188 8365 1.65745
8188 8419 1.56967
8188 8506 0.103712
8188 8534 4.69188
8188 8549 0.36328
8188 8603 3.29375
8188 8637 3.92519
8188 8688 4.24186
8188 8737 1.0347
8188 8801 3.89975
8188 8822 0.162713
8188 8895 1.95907
8188 8937 3.37671
8188 8972 1.17979
8188 9018 0.493428
8188 9059 2.20399
8188 9150 3.35452
8188 9234 1.92815
8188 9261 3.85384
8188 9291 2.51103
8188 9301 4.09846
8188 9324 3.6638
8188 9331 1.05851
8188 9415 4.82515
8188 9420 0.653654
8188 9431 2.4458
8188 9626 4.86941
8188 9667 3.24653
8188 9690 1.79397
8188 9744 2.02798
8188 9755 3.67488
8188 9896 2.52282
8188 9937 0.774087
8188 9973 4.60994
8188 9985 2.05608
8188 9996 3.95014
8189 8224 1.75887
8189 8258 4.03888
8189 8281 3.45433
8189 8307 1.47273
8189 8331 2.64142
8189 8365 1.90008
8189 8493 3.10491
8189 8537 1.85078
8189 8546 4.41279
8189 8571 2.55669
8189 8592 1.81152
8189 8622 2.05749
8189 8703 3.96177
8189 8779 2.72936
8189 9003 1.39932
8189 9067 3.07553
8189 9069 0.99885
8189 9077 0.788811
8189 9162 1.60106
8189 9164 3.05995
8189 9224 2.1257
8189 9257 0.119476
8189 9323 0.425248
8189 9368 2.57735
8189 9377 0.795843
8189 9461 1.99872
8189 9485 1.83706
8189 9536 2.85712
8189 9607 1.39726
8189 9642 3.7859
8189 9657 1.53179
8189 9665 4.0371
8189 9686 4.30713
8189 9758 0.904695
8189 9778 0.599036
8189 9839 4.46247
8189 9889 2.43788
8189 9934 1.48614
8189 9995 2.77912
8190 8321 1.1822
8190 8335 3.62334
8190 8362 2.32113
8190 8409 4.95581
8190 8449 2.05889
8190 8455 3.78385
8190 8489 0.208335
8190 8536 4.83398
8190 8587 3.10183
8190 8687 1.8905
8190 8709 3.81818
8190 8749 0.776463
8190 8844 0.404272
8190 9024 3.6918
8190 9105 3.918
8190 9154 3.72153
8190 9204 3.59742
8190 9243 4.45004
8190 9319 4.23105
8190 9338 0.486981
8190 9359 2.83229
8190 9432 2.76148
8190 9456 4.54728
8190 9487 2.06768
8190 9503 2.25789
8190 9541 2.89311
8190 9583 3.75216
8190 9622 0.244097
8190 9639 1.56371
8190 9644 2.30777
8190 9661 3.40792
8190 9674 4.80261
8190 9714 1.20991
8190 9778 1.72218
8190 9799 0.733767
8190 9848 3.92806
8191 8266 3.21347
8191 8326 1.27252
8191 8356 4.54907
8191 8364 3.38092
8191 8383 2.5617
8191 8398 4.73548
8191 8403 3.58296
8191 8414 2.98763
8191 8428 3.13891
8191 8450 4.65272
8191 8476 2.31631
8191 8489 1.41073
8191 8570 0.261113
8191 8719 0.507376
8191 8787 3.75597
8191 8894 4.95487
8191 8926 1.0604
8191 8977 4.02305
8191 8997 2.15251
8191 9035 4.67046
8191 9087 1.36446
8191 9095 2.28566
8191 9135 1.66806
8191 9162 3.79306
8191 9163 3.29538
8191 9169 0.65981
8191 9185 1.80019
8191 9317 0.225524
8191 9323 4.15792
8191 9372 4.81397
8191 9395 3.26861
8191 9464 3.80246
8191 9554 1.20503
8191 9576 4.58436
8191 9646 1.99425
8191 9652 1.49407
8191 9667 4.15987
8191 9722 0.737722
8191 9784 1.27691
8191 9801 4.13693
8191 9824 4.9912
8191 9863 3.47254
8191 9869 0.153876
8191 9891 1.76441
8191 9903 1.65901
8191 9955 0.482561
8191 9962 0.780969
8192 8236 0.589776
8192 8300 0.499342
8192 8306 2.63456
8192 8342 3.84321
8192 8383 3.53435
8192 8455 1.05925
8192 8477 2.68384
8192 8530 4.10342
8192 8543 1.38462
8192 8573 4.97336
8192 8655 4.04245
8192 8659 2.99319
8192 8672 1.45867
8192 8682 0.524123
8192 8755 0.143261
8192 8801 4.47147
8192 8899 2.03342
8192 8922 0.406473
8192 8966 1.14827
8192 9012 0.580668
8192 9091 2.23204
8192 9098 3.97936
8192 9114 4.05622
8192 9273 1.33584
8192 9290 2.7435
8192 9354 0.74364
8192 9395 3.97667
8192 9421 4.85876
8192 9550 4.58448
8192 9772 4.99224
8192 9882 1.72316
8192 9896 1.61038
8192 9916 4.46323
8192 9946 0.754103
8192 9980 2.79503
8192 9991 0.689935
8193 8212 1.91578
8193 8270 0.960969
8193 8271 0.344702
8193 8303 4.07413
8193 8313 2.04611
8193 8330 1.78834
8193 8346 0.15683
8193 8364 0.100985
8193 8372 3.92232
8193 8391 3.58048
8193 8403 1.56486
8193 8535 3.96206
8193 8538 2.75543
8193 8582 0.351387
8193 8607 4.57768
8193 8716 1.99005
8193 8751 4.68175
8193 8758 4.6767
8193 8900 2.31288
8193 8995 0.487223
8193 9083 4.11538
8193 9310 3.56486
8193 9332 3.43048
8193 9399 3.35585
8193 9409 1.84604
8193 9656 3.93487
8193 9795 2.28732
8193 9845 4.43009
8193 9933 4.80968
8193 9947 3.99441
8193 9977 0.383401
8194 8232 3.88651
8194 8359 0.394303
8194 8363 0.615026
